OrgType,OrgCode,OrgName,Measure,InitialCaseness,VariableType,VariableA,VariableB,Count_FinishedCourseTreatmentByInitialCasenessStatus,Count_FinishedCourseTreatmentPairedWSAS,Mean_Start,SD_Start,Mean_End,SD_End,EffectSize
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,25,NULL,15.2,3.6,8,4.2,1.8
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,5,NULL,11.3,4.2,12,4.3,-0.1
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Total,All,NULL,10,NULL,4.2,2.8,3.4,1.9,0.3
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Depression,NULL,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,5,NULL,4.5,3.4,2.7,1.4,0.7
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,*,NULL,*,*,*,*,*
Provider,RW5ME,CAMERON HOUSE,WASAS - Work,NULL,NULL,NULL,NULL,NULL,95,3.6,2.6,3.2,2.5,0.2
Provider,RW5ME,CAMERON HOUSE,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,95,3.3,2.4,2.7,2.1,0.3
Provider,RW5ME,CAMERON HOUSE,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,95,4.5,2.4,3,2.2,0.6
Provider,RW5ME,CAMERON HOUSE,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,95,3.3,2.4,2.5,2.2,0.3
Provider,RW5ME,CAMERON HOUSE,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,95,3.4,2.3,2.8,2.1,0.3
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Total,All,NULL,4860,NULL,15.8,5.4,9.2,6.3,1.2
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,2440,NULL,17.2,4.7,10,6.3,1.5
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,2365,NULL,14.3,5.7,8.3,6.1,1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,45,NULL,15.4,6.2,10.4,7.3,0.8
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,1475,NULL,13.7,5.4,7.5,5.6,1.1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,70,NULL,12.5,5.8,5.7,4.8,1.2
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,30,NULL,17.2,5,9.3,5.9,1.5
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,160,NULL,13.5,5.7,8.4,6.1,0.8
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,10,NULL,12.8,6,9.2,7.7,0.7
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],90,NULL,14.2,6,8.7,5.7,0.9
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,350,NULL,17.8,5.4,11.8,7.1,1.1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,70,NULL,14,5.8,9.2,6.5,0.8
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,60,NULL,11.1,6.1,6.1,5.6,0.9
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,5,NULL,15.8,3.8,7.7,7.8,1.6
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,10,NULL,16.3,5.4,11.4,8.2,0.9
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,5,NULL,16.6,5.7,11,6.7,1.1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,30,NULL,15.7,5.7,10.3,7.3,1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Total,All,NULL,205,NULL,6.1,2.5,4.6,4,0.6
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Depression,NULL,90,NULL,7.1,2,5.6,3.8,0.7
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,100,NULL,5.4,2.5,3.8,4,0.6
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,60,NULL,5.7,2.2,4,4.1,0.7
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],5,NULL,6,2.2,3.3,3.1,1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,10,NULL,5.6,3.2,6.1,5.8,-0.2
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,15,NULL,3.9,2.3,2,2.4,0.7
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,5,NULL,6.3,3.4,5.3,3.1,0.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,10,NULL,3.6,2.6,3.5,3.2,0.1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Total,All,NULL,4860,NULL,14.2,4.5,8.3,5.5,1.3
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Depression,NULL,2440,NULL,13.5,4.8,8.3,5.6,1.1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,2365,NULL,14.9,4.1,8.2,5.5,1.6
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,45,NULL,16.4,3.9,10.4,6,1.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,1475,NULL,14.8,3.9,7.7,5.2,1.8
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,70,NULL,15.4,4.3,6.6,4.6,1.9
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,30,NULL,16.3,3.8,8.1,5.4,2
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,160,NULL,14.9,4.5,8.7,5.3,1.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,10,NULL,14.5,3.4,8.6,6.7,1.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],90,NULL,14.8,4.8,8.6,5.6,1.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,350,NULL,15.4,4.5,10.4,6.1,1.1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,70,NULL,14.3,4.7,9.5,6.1,1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,60,NULL,13.7,3.9,6.3,5.3,1.8
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,5,NULL,11.2,5,7.8,6.3,0.7
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,10,NULL,13.6,6.1,10.1,7.8,0.7
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Other recorded problems,NULL,5,NULL,13.3,7.1,8.4,5.7,1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,30,NULL,14.4,4.7,9.8,5.5,1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Total,All,NULL,205,NULL,5.2,2.5,3.9,3.4,0.5
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Depression,NULL,90,NULL,4.6,2.1,4.3,3.4,0.2
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,100,NULL,6,2.6,3.9,3.5,0.8
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,60,NULL,5.9,1.4,4,3.5,1.1
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],5,NULL,9.9,4.5,4.1,2,1.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,10,NULL,5.4,4,4.4,4.9,0.3
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,15,NULL,4.3,2.1,2.2,2.4,0.9
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,5,NULL,4,1.3,3,2.3,0.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,10,NULL,3.2,1.7,2.1,1.8,0.5
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,WASAS - Work,NULL,NULL,NULL,NULL,NULL,5025,3.5,2.6,2.6,2.4,0.3
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,5025,3.7,2.3,2.6,2.2,0.4
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,5025,4.4,2.4,3,2.4,0.6
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,5025,3.6,2.5,2.5,2.2,0.5
Provider,RWK4D,BEDFORDSHIRE TALKING THERAPIES,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,5025,3.7,2.4,2.6,2.2,0.5
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Total,All,NULL,3680,NULL,15.3,5.4,9.8,6.3,1
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,1765,NULL,16.6,4.8,10.2,6.4,1.3
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,1695,NULL,14,5.7,9.2,6.2,0.8
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,10,NULL,11.7,5.9,11,7.7,0.1
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,1185,NULL,13.8,5.5,8.8,5.9,0.9
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,25,NULL,11.3,6,6.6,5.8,0.8
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,60,NULL,16.2,4.6,11.8,6.5,0.8
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,90,NULL,12.8,6.3,9.3,6.7,0.6
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,45,NULL,13.8,5.4,8.5,5.8,1
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],80,NULL,14.1,5.8,9.9,6.2,0.7
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,115,NULL,17.6,5.3,12.2,7.2,1
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,70,NULL,13.4,6.2,8.4,5.7,0.9
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,20,NULL,11,6.1,7.1,7.1,0.7
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,30,NULL,15.3,5.5,8.9,6.1,1.2
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,10,NULL,14.6,5.8,12.1,6.1,0.5
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,175,NULL,15.7,5.2,10.8,6.6,0.9
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,NotCaseness,Total,All,NULL,150,NULL,5.4,2.7,4.7,3.7,0.3
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Depression,NULL,50,NULL,5.6,2.7,4.8,3.5,0.4
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,80,NULL,5.2,2.7,4.4,3.7,0.3
Provider,RWK53,TOWER HAMLETS TALKING THERAPIES,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
