OrgType,OrgCode,OrgName,Measure,InitialCaseness,VariableType,VariableA,VariableB,Count_FinishedCourseTreatmentByInitialCasenessStatus,Count_FinishedCourseTreatmentPairedWSAS,Mean_Start,SD_Start,Mean_End,SD_End,EffectSize
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Other recorded problems,NULL,550,NULL,12.9,4.7,8.3,5.4,1
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,6450,NULL,13.5,4.5,8.5,5.7,1.1
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Total,All,NULL,8155,NULL,4.9,2.3,4.1,3.6,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Depression,NULL,2985,NULL,4.7,2,4.2,3.6,0.2
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,4120,NULL,5.3,2.5,4.1,3.5,0.4
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,55,NULL,6.5,3.7,3.5,3,0.8
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,1930,NULL,5.2,1.7,4.2,3.3,0.5
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,50,NULL,5.6,2.9,3.8,3.8,0.5
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,235,NULL,4.6,1.8,4,3.9,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,190,NULL,7.5,4.1,5.1,4.2,0.5
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,895,NULL,4.8,1.9,4.1,3.4,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],250,NULL,6.3,3.7,3.7,3.7,0.7
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,195,NULL,6.5,4,4.6,4.2,0.5
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,95,NULL,5,2.5,4.1,2.9,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,225,NULL,3.8,2.3,2.8,3.3,0.4
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,20,NULL,5.3,3.1,4.4,3.1,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,180,NULL,3.8,2.2,3.3,3,0.2
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,125,NULL,3.8,2.3,3.1,2.5,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,720,NULL,4.3,2.3,4.3,4,0
Commissioning Region,Y56,LONDON COMMISSIONING REGION,WASAS - Work,NULL,NULL,NULL,NULL,NULL,109260,3.5,2.6,2.7,2.4,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,109260,3.5,2.3,2.7,2.2,0.3
Commissioning Region,Y56,LONDON COMMISSIONING REGION,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,109260,4,2.4,2.9,2.4,0.4
Commissioning Region,Y56,LONDON COMMISSIONING REGION,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,109260,3.4,2.5,2.5,2.3,0.4
Commissioning Region,Y56,LONDON COMMISSIONING REGION,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,109260,3.6,2.4,2.6,2.2,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Total,All,NULL,56510,NULL,15,5.5,9.2,6.3,1.1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,25185,NULL,16.7,4.6,10,6.3,1.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,29580,NULL,13.6,5.8,8.4,6.2,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,760,NULL,14.4,6.1,9.6,7,0.8
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,14075,NULL,12.7,5.4,7.8,5.6,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,1000,NULL,10.9,6,5.7,5.4,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,300,NULL,15.2,5.2,9.6,6.4,1.1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,2125,NULL,13,6,8.3,6.2,0.8
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,2360,NULL,14.4,5.2,8.5,6,1.1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],1690,NULL,13,6,7.8,6.2,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,4790,NULL,17,5.6,11.2,7.1,1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,1740,NULL,13.9,5.4,8.8,6.1,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,620,NULL,11.4,5.7,6.9,5.7,0.8
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,75,NULL,14.3,5.3,8.6,5.7,1.1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,5,NULL,12.7,4.2,11.5,7.3,0.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,5,NULL,10.6,5.8,7.2,6.9,0.6
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,375,NULL,13.3,4.9,8.8,6.3,0.8
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,80,NULL,13.8,5.7,8.1,6,1.1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,1200,NULL,14.8,5.4,9.7,6.6,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Total,All,NULL,2065,NULL,5.4,2.7,4.5,4,0.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Depression,NULL,555,NULL,6.8,2.2,5.9,4.2,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,1030,NULL,5,2.6,4.1,3.9,0.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,40,NULL,4.5,2.7,3.2,3.7,0.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,415,NULL,5.2,2.5,4.6,3.8,0.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,25,NULL,5,2.4,3.6,3.4,0.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,60,NULL,5.1,2.7,4.2,3.3,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,90,NULL,5.5,2.5,4.4,4.3,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,60,NULL,5.3,2.8,4.8,4.8,0.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],70,NULL,5.2,2.4,3.6,3.3,0.6
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,80,NULL,5.7,2.5,4.9,4.5,0.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,30,NULL,5.2,2.7,4.6,3.6,0.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,160,NULL,3.7,2.7,2.4,2.8,0.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,5,NULL,6.5,1.5,5.3,4.1,0.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,125,NULL,5.4,2.8,4.5,4.1,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Other recorded problems,NULL,15,NULL,5.4,2.2,5.6,5.3,-0.1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,PHQ9,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,340,NULL,4.2,2.7,3.6,3.6,0.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Total,All,NULL,56510,NULL,13.7,4.5,8.2,5.5,1.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Depression,NULL,25185,NULL,12.9,4.7,8.1,5.5,1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,29580,NULL,14.5,4.2,8.3,5.6,1.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,760,NULL,14.5,4.5,9.3,6.1,1.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,14075,NULL,14.5,3.8,7.9,5.2,1.7
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,1000,NULL,14.2,4.5,6.9,5.3,1.6
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,300,NULL,14.2,4.2,8.8,5.7,1.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,2125,NULL,14.7,4.3,8.8,5.6,1.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,2360,NULL,13.6,4.4,7.7,5.5,1.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],1690,NULL,14.5,4.3,7.9,5.6,1.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,4790,NULL,15.2,4.5,10,6.2,1.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,1740,NULL,13.5,4.5,8,5.5,1.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,620,NULL,13.7,4,7.4,5.4,1.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,75,NULL,11.4,4.7,7.4,5.3,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,5,NULL,10.8,5.6,7.5,6.6,0.6
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,5,NULL,11,2.9,6.8,6,0.9
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,375,NULL,11.3,4.6,7.2,5.5,0.8
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Other recorded problems,NULL,80,NULL,12,4.9,6.3,5.2,1.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,1200,NULL,13.3,4.5,8.6,5.8,1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Total,All,NULL,2065,NULL,4.7,2.8,4,3.7,0.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Depression,NULL,555,NULL,4.5,2,4.6,3.9,0
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,1030,NULL,5.5,2.9,4.2,3.6,0.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,40,NULL,5.8,3.2,3.1,3.2,0.8
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,415,NULL,5.4,1.7,4.7,3.6,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,25,NULL,6.5,3.6,5.5,3.7,0.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,60,NULL,4.4,1.9,3.8,3.2,0.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,90,NULL,8.1,4.7,4.8,4.1,0.7
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,60,NULL,4.4,2.1,3.9,3.5,0.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],70,NULL,6.8,3.7,3.6,3.1,0.8
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,80,NULL,6.7,4,4.9,4,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,30,NULL,5.2,3,4.2,2.9,0.3
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,160,NULL,3.9,2.1,2.6,3.1,0.6
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,5,NULL,6,4.5,3.8,3.5,0.6
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,125,NULL,3.4,2.4,3.2,3.6,0.1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,15,NULL,2.6,2.3,2.6,4.2,0
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,340,NULL,3.3,2.6,2.9,3.3,0.2
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,WASAS - Work,NULL,NULL,NULL,NULL,NULL,58000,3.7,2.6,2.6,2.4,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,58000,3.6,2.3,2.6,2.2,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,58000,4.3,2.3,3,2.3,0.5
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,58000,3.5,2.4,2.4,2.2,0.4
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,58000,3.6,2.3,2.5,2.2,0.4
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Total,All,NULL,95555,NULL,15,5.5,9.1,6.3,1.1
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,44550,NULL,16.6,4.8,9.9,6.4,1.4
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,48160,NULL,13.4,5.8,8.2,6.1,0.9
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,560,NULL,14.5,6,10.1,6.6,0.7
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,25340,NULL,12.8,5.5,7.6,5.6,0.9
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,1920,NULL,10.9,6,5.7,5.3,0.9
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,310,NULL,16,5,9.4,6.2,1.3
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,3050,NULL,12.7,5.9,8.3,6.2,0.7
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,3655,NULL,14,5.2,8.1,5.9,1.1
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],2195,NULL,13.1,6.1,8.1,6.4,0.8
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,6990,NULL,16.7,5.5,11.2,7.1,1
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,2930,NULL,13.3,5.8,8.3,6,0.9
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,1000,NULL,11.3,5.8,7,5.8,0.7
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,80,NULL,13.8,4.4,10,6.7,0.7
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,20,NULL,14.5,5.9,9.5,5.7,0.9
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,10,NULL,10.1,5.1,7.6,5.2,0.4
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,10,NULL,11.9,4.2,7.3,6,0.9
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,340,NULL,14.4,5.2,9.3,6.3,0.9
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,165,NULL,14.9,4.6,8.4,5.9,1.3
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,2220,NULL,14.5,5.4,9.2,6.2,1
